Names	dates	cities	reviews	ratings	stars
OpenTable Diner	Dined on April 6, 2022	Atlanta Metro	We had a wonderful time celebrating two birthdays at Nobu. The wagu beef was a hit as well as the tuna hand roll and crispy rice spicy tuna.	Overall 4 Food 4 Service 5 Ambience 4	5.0
OpenTable Diner	Dined on April 4, 2022	Philadelphia	Liked the food except for dumplings which was too oily.  Other than that, good service and all	Overall 4 Food 4 Service 5 Ambience 5	4.0
CindyT	Dined on April 4, 2022	San Francisco	Hot dishes and dessert is good, but sushi ok not wow	Overall 4 Food 4 Service 4 Ambience 4	5.0
Dowtownfoodie	Dined on April 4, 2022	New York City	Every time we go I wonder why we don't go  more often.  A truly special treat	Overall 5 Food 5 Service 5 Ambience 5	4.0
RodT	Dined on April 3, 2022	Miami	This is my second time here. Both times I was impressed with every item we ordered. Service was excellent. This is probably my favorite restaurant.	Overall 5 Food 5 Service 5 Ambience 5	4.0
MaxMilford	Dined on April 3, 2022	Chicago	A special event to eat wonderful sushi at extraordinary prices.	Overall 5 Food 5 Service 5 Ambience 5	5.0
Anonymous	Dined on April 1, 2022	New York City	The service, food quality and ambiance were all terrific!	Overall 5 Food 5 Service 5 Ambience 5	4.7
Maxed	Dined on March 31, 2022	Orlando	Great food as always. Service was not warm from front door through meal. Nothing terrible but did not feel as welcome as we should have been.	Overall 4 Food 5 Service 3 Ambience 4	4.7
MSherm	Dined on March 28, 2022	Charleston	It was my first time at Nobu and it was amazing! Service is awesome, food is great. Definitely a place you should try at least once.	Overall 5 Food 5 Service 5 Ambience 5	2.0
DeanA	Dined on March 27, 2022	Philadelphia	Enjoyed a fantastic birthday dinner - would highly recommend it as a great place to celebrate a special night.   Food, drink, atmosphere - all 100%!	Overall 5 Food 5 Service 5 Ambience 5	5.0
SusieQs	Dined on March 27, 2022	New York City	The most amazing food and service, our favorite spot for special occasions!	Overall 5 Food 5 Service 5 Ambience 5	5.0
JenniferP	Dined on March 27, 2022	Philadelphia	A little loud but otherwise amazing experience!  Food and service were perfect.	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on March 26, 2022	New York City	Amazing per usual	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on March 26, 2022	New York City	Excellent service and amazing food!	Overall 5 Food 5 Service 5 Ambience 5	4.7
JustFolks	Dined on March 26, 2022	New York City	Clearly a very hip place, but also very good food and beautiful surroundings.	Overall 5 Food 4 Service 5 Ambience 5	4.7
JoanaA	Dined on March 26, 2022	New York City	It’s delicious food and they accommodated very well celiac disease with gluten free dishes without cross contamination!	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on March 26, 2022	Philadelphia	Excellent food Great server	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on March 23, 2022	New York City	Ruins one for sushi any place else. Food was amazing. Service impeccable.	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on March 20, 2022	New York City	Great quality, good cocktails, and the bar area was very comfortable	Overall 5 Food 5 Service 5 Ambience 5	5.0
Oleg	Dined on March 20, 2022	San Francisco	Nothing special…..except that this restaurant is situated inside of the historic building. Other than that, nothing special about this place.	Overall 2 Food 2 Service 2 Ambience 2	4.0
OpenTable Diner	Dined on March 20, 2022	New York City	Lovely restaurant….would definitely recommend	Overall 5 Food 5 Service 5 Ambience 3	4.7
OpenTable Diner	Dined on March 19, 2022	New York City	I brought my sister on her visit to NYC and we can’t stop talking about it!	Overall 5 Food 5 Service 5 Ambience 5	3.0
SandyT	Dined on March 17, 2022	Chicago	Chef Armando was the best! Every single dish he presented to us was just perfect. Best dinner ever.	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on March 17, 2022	New York City	service was not good last night	Overall 3 Food 5 Service 2 Ambience 5	5.0
poisondartfrog1	Dined on March 15, 2022	Orlando	great food. great ambiance. service was good	Overall 5 Food 5 Service 5 Ambience 5	4.7
Lisav	Dined on March 14, 2022	Greater Boston	Nobu is always great!! Food is always a wonderful experience.	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on March 13, 2022	New York City	Birthday celebration was great	Overall 5 Food 5 Service 5 Ambience 5	5.0
VitaC	Dined on March 13, 2022	New York City	Food and atmosphere were  really good	Overall 4 Food 5 Service 3 Ambience 5	5.0
EvaS	Dined on March 11, 2022	New York City	It's a great experience, but prepare your wallet :)	Overall 4 Food 4 Service 4 Ambience 4	4.0
Customer	Dined on March 11, 2022	New York City	the restaurant has a large selection of dishes, the sushi plate I ordered was not very good	Overall 3 Food 3 Service 4 Ambience 4	4.7
EugeneD	Dined on March 9, 2022	New York City	Had a great time! The food, drinks, and service were excellent. Our server was extremely knowledgeable and helpful. Would definitely recommend.	Overall 5 Food 5 Service 5 Ambience 5	4.7
AlvinZ	Dined on March 9, 2022	New York City	Great place to de-stress and enjoy good food! WELL DONE!	Overall 5 Food 5 Service 5 Ambience 5	3.0
OpenTable Diner	Dined on March 8, 2022	New York City	Good food. Serving sizes could be a little bigger	Overall 4 Food 4 Service 4 Ambience 4	5.0
Frank	Dined on March 8, 2022	New York City	Great food and atmosphere was amazing!  Very busy on a Monday evening!	Overall 5 Food 5 Service 5 Ambience 5	5.0
Blooming2	Dined on March 7, 2022	New York City	We had a very enjoyable meal. The food and service were excellent. The fish is very fresh.	Overall 5 Food 5 Service 5 Ambience 5	4.0
OpenTable Diner	Dined on March 6, 2022	Greater Boston	The service and food were impeccable. Cannot wait to go back!	Overall 5 Food 5 Service 5 Ambience 5	5.0
MiaG	Dined on March 6, 2022	New York City	Food is outstanding! Service was impeccable..The restaurant is loud and very dark.	Overall 5 Food 5 Service 5 Ambience 5	5.0
AlexH	Dined on March 6, 2022	Washington DC	It was a phenomenal meal. Our waitress was so kind and made sure that we always had something on the table. An amazing first date experience!	Overall 5 Food 5 Service 5 Ambience 5	4.7
AyanaD	Dined on March 6, 2022	New York City	Food was delicious I have zero complaints . First time  there and was very pleased. Our host gave us excellent dinner suggestions	Overall 5 Food 5 Service 5 Ambience 5	4.7
OpenTable Diner	Dined on March 5, 2022	New York City	Birthday Dinner with Family	Overall 4 Food 4 Service 4 Ambience 5	5.0
AleidaC	Dined on March 5, 2022	Orlando	Amazing service. The food was out of this world. Drinks were excellent. Totally recommend!	Overall 5 Food 5 Service 5 Ambience 5	5.0
Myork	Dined on March 3, 2022	New York City	Rushed out, not able to have a nicely paced meal	Overall 3 Food 4 Service 4 Ambience 2	4.0
CezaryP	Dined on March 3, 2022	Toronto	All hot dishes from Chef’s menu served at the same time. No chance to eat them even warm.	Overall 3 Food 3 Service 3 Ambience 4	5.0
LauraK	Dined on March 2, 2022	Indiana	Nobu was everything we expected. I want to go back ASAP!	Overall 5 Food 5 Service 5 Ambience 5	3.0
SoniaP	Dined on February 27, 2022	New York City	Great night out! High quality food and very knowledgeable staff…recommendations 100% !!! Wish I could dine here every night !!	Overall 5 Food 5 Service 5 Ambience 5	4.7
MatthewS	Dined on February 27, 2022	New York City	Anniversary	Overall 5 Food 5 Service 5 Ambience 5	4.7
SLHNYC	Dined on February 26, 2022	Atlantic City	Reunited cousins after pandemic!!!	Overall 5 Food 5 Service 4 Ambience 4	5.0
TatoA	Dined on February 25, 2022	Monaco	Beautiful interiors, excellent service, delicious food	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on February 25, 2022	New York City	Went for dinner for my daughter’s birthday. The food was delicious and the drinks were on point 👌🏾	Overall 5 Food 5 Service 5 Ambience 5	5.0
SITT	Dined on February 23, 2022	New York City	Very helpful staff and food was very good. We had vegetable sushi and some desserts. Everything was fresh and tasted great	Overall 5 Food 5 Service 5 Ambience 5	4.0
OpenTable Diner	Dined on February 21, 2022	New York City	amazing food	Overall 5 Food 5 Service 5 Ambience 5	4.0
OpenTable Diner	Dined on February 20, 2022	New York City	Service was really good and food even better. The atmosphere was really nice.	Overall 5 Food 5 Service 5 Ambience 5	5.0
Emajy	Dined on February 20, 2022	New York City	Great dinner as usual. Pricy but you know what your getting. Waiter made excellent recommendations	Overall 5 Food 5 Service 5 Ambience 5	4.7
OpenTable Diner	Dined on February 19, 2022	New York City	Delicioso y el Servicio excelente	Overall 5 Food 5 Service 5 Ambience 5	4.7
OpenTable Diner	Dined on February 18, 2022	New York City	Everything good apart from The debris that fell on our heads!  But the manager was excellent	Overall 5 Food 5 Service 5 Ambience 5	5.0
LucianaF	Dined on February 18, 2022	London	Food is amazing but very expensive	Overall 5 Food 5 Service 5 Ambience 5	5.0
KarenHNYC	Dined on February 17, 2022	New York City	Such a noticeable upgrade from 'everyday' sushi -- the fish was superb and our meal was fantastic, thank you.	Overall 5 Food 5 Service 4 Ambience 5	5.0
OpenTable Diner	Dined on February 16, 2022	New York City	Valentine’s Day (after) diner was excellent! Definitely going again.	Overall 5 Food 5 Service 5 Ambience 5	5.0
MargaridaV	Dined on February 16, 2022	New York City	Cold and hot dishes are amazing, as well as the desserts. For sushi, I was expecting better, so found it to be quite overhyped.	Overall 4 Food 4 Service 3 Ambience 5	3.0
OpenTable Diner	Dined on February 16, 2022	Los Angeles	Overall a great experience and what one would expect from Nobu restaurants worldwide!	Overall 5 Food 5 Service 5 Ambience 5	5.0
SilviaG	Dined on February 16, 2022	New York City	LOVE Nobu! The food is always amazing, the service impeccable, great atmosphere, and my teen daughters felt like Queens! We'll be back.	Overall 5 Food 5 Service 5 Ambience 5	4.0
OpenTable Diner	Dined on February 15, 2022	Philadelphia	Valentine’s Day dinner was amazing! Food is great!	Overall 5 Food 5 Service 5 Ambience 5	4.7
ShimraniB	Dined on February 15, 2022	New York City	The food was okay, staff didn’t feel friendly. Ambience was great though.	Overall 3 Food 3 Service 3 Ambience 4	4.0
OpenTable Diner	Dined on February 15, 2022	New York City	Everything was great except for the gnats flying around the table!	Overall 3 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on February 15, 2022	New York City	We thought the food for the Valentines dinner was creative and fun- service as always was excellent! Nice buzz.	Overall 5 Food 5 Service 5 Ambience 5	2.0
nycdiner	Dined on February 14, 2022	New York City	Food and service very good, but miss the omakase option.	Overall 4 Food 5 Service 4 Ambience 4	4.7
OpenTable Diner	Dined on February 13, 2022	New York City	Great food	Overall 5 Food 5 Service 5 Ambience 5	5.0
SydneyE	Dined on February 12, 2022	Washington DC	Sooooo good. Highly recommend. Somewhat tapas style.	Overall 5 Food 5 Service 5 Ambience 5	5.0
NYTEV	Dined on February 12, 2022	San Francisco	Had such a calm amazing time at Nobu Downtown. Service was Top 5, no debate. I enjoyed every moment. Highly Recommended !	Overall 5 Food 5 Service 5 Ambience 5	5.0
CesM	Dined on February 12, 2022	Dallas	Amazing! We left our entire order up to our server and she brought out one delicious dish after another!!	Overall 5 Food 5 Service 5 Ambience 5	5.0
Torry	Dined on February 12, 2022	Coastal Georgia	definitely get the spicy tuna with rice app. our bartender upstairs was the best	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on February 8, 2022	New York City	Nobu downtown is a wonderful restaurant with a nice atmosphere, great food and drink.  Recommended.	Overall 5 Food 5 Service 5 Ambience 5	4.7
Kate	Dined on February 6, 2022	New York City	Always 10/10 experience..	Overall 5 Food 5 Service 5 Ambience 5	1.0
MichaelB	Dined on February 6, 2022	Atlantic City	The food and service was fantastic and it wasn’t to loud even though the restaurant was full. Definitely recommend	Overall 5 Food 5 Service 5 Ambience 5	5.0
RickTaylor	Dined on February 4, 2022	New York City	Can’t miss with Nobu.	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on January 30, 2022	New York City	food was great	Overall 3 Food 3 Service 2 Ambience 4	5.0
OpenTable Diner	Dined on January 29, 2022	New York City	Way over priced for average food and crappy service.	Overall 1 Food 1 Service 1 Ambience 4	4.7
ThomasS	Dined on January 29, 2022	New York City	Amazing. We had a wonderful time.	Overall 5 Food 5 Service 5 Ambience 5	4.7
PaulM	Dined on January 29, 2022	New York City	Excellent atmosphere and great food with a twist..	Overall 5 Food 4 Service 5 Ambience 5	1.0
OpenTable Diner	Dined on January 29, 2022	New York City	Incredible experience. A great spin on high quality Japanese cuisine.   Great spot for a date. DEFINITELY get a reservation ahead of time.	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on January 25, 2022	New York City	Amazing food and vibe 10/10 will be back soon.	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on January 22, 2022	Las Vegas	Decent. Food was really good. And it’s was made quickly.	Overall 4 Food 4 Service 3 Ambience 5	5.0
Laura	Dined on January 22, 2022	New York City	Amazing food and service!	Overall 5 Food 5 Service 5 Ambience 5	3.0
OpenTable Diner	Dined on January 21, 2022	New York City	The best sushi in NYC ❤️❤️I love nobu	Overall 5 Food 5 Service 5 Ambience 5	4.0
schuylerk	Dined on January 18, 2022	New York City	Food was amazing	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on January 17, 2022	New York City	Literally my favorite restaurant. It’s 5/5 every time and the martini espresso is to die for!!	Overall 5 Food 5 Service 5 Ambience 5	4.7
palizad	Dined on January 16, 2022	Atlanta Metro	Really great time and food. We really enjoyed our date night at Nobu.	Overall 5 Food 5 Service 5 Ambience 5	4.7
SpecialK	Dined on January 16, 2022	New York City	The street level bar area was gorgeous! Excellent atmosphere, service and food. Will visit again.	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on January 15, 2022	Nashville	It was good	Overall 5 Food 4 Service 5 Ambience 5	2.0
ElenaF	Dined on January 13, 2022	New York City	Birthday celebration	Overall 5 Food 5 Service 5 Ambience 4	5.0
OpenTable Diner	Dined on January 11, 2022	New York City	The food was absolutely espectacular. So many dimensions in flavor and textures as you chew.	Overall 5 Food 5 Service 5 Ambience 5	5.0
DianaR	Dined on January 10, 2022	New York City	The food is very tasty and the very nice staff.	Overall 4 Food 5 Service 5 Ambience 5	4.7
OpenTable Diner	Dined on January 9, 2022	New York City	Amazing food. Amazing people.	Overall 5 Food 5 Service 5 Ambience 5	4.7
Jsmnxxiii	Dined on January 9, 2022	New York City	Daya was the perfect server. The menu is perfectly prepared.	Overall 5 Food 5 Service 5 Ambience 5	4.0
OpenTable Diner	Dined on January 9, 2022	New York City	Great experience with staff and not to mention excellent food and drinks!!!	Overall 5 Food 5 Service 5 Ambience 5	5.0
Louise9989	Dined on January 8, 2022	New York City	Really expensive	Overall 4 Food 5 Service 5 Ambience 5	5.0
